x_head,y_head
1,250,-1.0,-1.0
1,251,-1.0,-1.0
1,252,-1.0,-1.0
1,253,-1.0,-1.0
1,254,-1.0,-1.0
1,255,-1.0,-1.0
1,256,-1.0,-1.0
1,257,-1.0,-1.0
1,258,-1.0,-1.0
1,259,-1.0,-1.0
1,260,-1.0,-1.0
1,261,-1.0,-1.0
1,262,-1.0,-1.0
1,263,-1.0,-1.0
1,264,-1.0,-1.0
1,265,-1.0,-1.0
1,266,-1.0,-1.0
1,267,-1.0,-1.0
1,268,-1.0,-1.0
1,269,-1.0,-1.0
1,270,-1.0,-1.0
1,271,-1.0,-1.0
1,272,-1.0,-1.0
1,273,-1.0,-1.0
1,274,381.0,51.0
2,250,343.0,54.0
2,251,343.0,54.0
2,252,348.0,54.0
2,253,348.0,54.0
2,254,358.0,55.0
2,255,365.0,55.0
2,256,370.0,57.0
2,257,372.0,56.0
2,258,379.0,57.0
2,259,367.0,72.0
2,260,-1.0,-1.0
2,261,-1.0,-1.0
2,262,-1.0,-1.0
2,263,-1.0,-1.0
2,264,413.0,67.0
2,265,410.0,63.0
2,266,410.0,60.0
2,267,418.0,64.0
2,268,421.0,64.0
2,269,425.0,61.0
2,270,431.0,65.0
2,271,436.0,67.0
2,272,441.0,67.0
2,273,445.0,67.0
2,274,-1.0,-1.0
3,250,-1.0,-1.0
3,251,-1.0,-1.0
3,252,-1.0,-1.0
3,253,-1.0,-1.0
3,254,-1.0,-1.0
3,255,-1.0,-1.0
3,256,-1.0,-1.0
3,257,298.0,64.0
3,258,301.0,61.0
3,259,305.0,63.0
3,260,308.0,60.0
3,261,312.0,59.0
3,262,316.0,55.0
3,263,320.0,51.0
3,264,328.0,54.0
3,265,333.0,47.0
3,266,337.0,47.0
3,267,345.0,46.0
3,268,351.0,48.0
3,269,351.0,43.0
3,270,356.0,47.0
3,271,362.0,51.0
3,272,366.0,59.0
3,273,367.0,64.0
3,274,-1.0,-1.0
4,250,-1.0,-1.0
4,251,320.0,49.0
4,252,321.0,56.0
4,253,328.0,59.0
4,254,-1.0,-1.0
4,255,332.0,60.0
4,256,341.0,57.0
4,257,-1.0,-1.0
4,258,353.0,46.0
4,259,-1.0,-1.0
4,260,-1.0,-1.0
4,261,376.0,43.0
4,262,376.0,45.0
4,263,381.0,46.0
4,264,382.0,49.0
4,265,394.0,49.0
4,266,401.0,51.0
4,267,399.0,57.0
4,268,411.0,56.0
4,269,409.0,55.0
4,270,412.0,58.0
4,271,411.0,61.0
4,272,-1.0,-1.0
4,273,-1.0,-1.0
4,274,-1.0,-1.0
5,250,297.0,70.0
5,251,304.0,71.0
5,252,309.0,74.0
5,253,313.0,75.0
5,254,313.0,75.0
5,255,320.0,80.0
5,256,328.0,61.0
5,257,329.0,68.0
5,258,335.0,63.0
5,259,339.0,60.0
5,260,346.0,60.0
5,261,348.0,63.0
5,262,350.0,69.0
5,263,354.0,72.0
5,264,362.0,70.0
5,265,363.0,74.0
5,266,371.0,70.0
5,267,376.0,74.0
5,268,380.0,75.0
5,269,386.0,74.0
5,270,392.0,78.0
5,271,398.0,79.0
5,272,401.0,79.0
5,273,410.0,78.0
5,274,404.0,83.0
6,250,338.0,66.0
6,251,348.0,60.0
6,252,353.0,55.0
6,253,358.0,53.0
6,254,363.0,52.0
6,255,367.0,52.0
6,256,376.0,51.0
6,257,382.0,52.0
6,258,385.0,52.0
6,259,389.0,54.0
6,260,394.0,55.0
6,261,397.0,57.0
6,262,398.0,61.0
6,263,414.0,59.0
6,264,414.0,63.0
6,265,412.0,71.0
6,266,417.0,57.0
6,267,426.0,62.0
6,268,425.0,57.0
6,269,432.0,57.0
6,270,439.0,59.0
6,271,440.0,57.0
6,272,446.0,61.0
6,273,451.0,62.0
6,274,451.0,61.0
7,250,287.0,50.0
7,251,289.0,49.0
7,252,294.0,50.0
7,253,304.0,51.0
7,254,304.0,50.0
7,255,309.0,52.0
7,256,314.0,50.0
7,257,315.0,54.0
7,258,326.0,54.0
7,259,329.0,58.0
7,260,-1.0,-1.0
7,261,-2.0,-2.0
7,262,-1.0,-1.0
7,263,-1.0,-1.0
7,264,-1.0,-1.0
7,265,352.0,58.0
7,266,352.0,61.0
7,267,366.0,56.0
7,268,366.0,57.0
7,269,370.0,60.0
7,270,375.0,60.0
7,271,384.0,56.0
7,272,-1.0,-1.0
7,273,-1.0,-1.0
7,274,-1.0,-1.0
8,250,-1.0,-1.0
8,251,-1.0,-1.0
8,252,-1.0,-1.0
8,253,299.0,61.0
8,254,303.0,63.0
8,255,304.0,64.0
8,256,317.0,61.0
8,257,321.0,60.0
8,258,322.0,66.0
8,259,324.0,65.0
8,260,331.0,72.0
8,261,338.0,66.0
8,262,349.0,69.0
8,263,-1.0,-1.0
8,264,-1.0,-1.0
8,265,-1.0,-1.0
8,266,-1.0,-1.0
8,267,-1.0,-1.0
8,268,-1.0,-1.0
8,269,-1.0,-1.0
8,270,-1.0,-1.0
8,271,-1.0,-1.0
8,272,377.0,64.0
8,273,-1.0,-1.0
8,274,-1.0,-1.0
