x_head,y_head,swimming_way
1,650,-1.0,-1.0,-1.0
1,651,-1.0,-1.0,-1.0
1,652,-1.0,-1.0,-1.0
1,653,-1.0,-1.0,-1.0
1,654,-1.0,-1.0,-1.0
1,655,-1.0,-1.0,-1.0
1,656,-1.0,-1.0,-1.0
1,657,-1.0,-1.0,-1.0
1,658,-1.0,-1.0,-1.0
1,659,-1.0,-1.0,-1.0
1,660,-1.0,-1.0,-1.0
1,661,-1.0,-1.0,-1.0
1,662,-1.0,-1.0,-1.0
1,663,-1.0,-1.0,-1.0
1,664,-1.0,-1.0,-1.0
1,665,-2.0,-2.0,-1.0
1,666,-1.0,-1.0,-1.0
1,667,-1.0,-1.0,-1.0
1,668,-1.0,-1.0,-1.0
1,669,-1.0,-1.0,-1.0
1,670,-1.0,-1.0,-1.0
1,671,-1.0,-1.0,-1.0
1,672,-1.0,-1.0,-1.0
1,673,-1.0,-1.0,-1.0
1,674,-1.0,-1.0,-1.0
1,675,-1.0,-1.0,-1.0
1,676,-1.0,-1.0,-1.0
1,677,-1.0,-1.0,-1.0
1,678,-1.0,-1.0,-1.0
1,679,-1.0,-1.0,-1.0
1,680,-1.0,-1.0,-1.0
1,681,-1.0,-1.0,-1.0
1,682,-1.0,-1.0,-1.0
1,683,-1.0,-1.0,-1.0
1,684,-1.0,-1.0,-1.0
1,685,-1.0,-1.0,-1.0
1,686,-1.0,-1.0,-1.0
1,687,-1.0,-1.0,-1.0
1,688,-2.0,-2.0,-1.0
1,689,-2.0,-2.0,-1.0
1,690,-2.0,-2.0,-1.0
1,691,-2.0,-2.0,-1.0
1,692,1347.0,62.0,-1.0
1,693,-1.0,-1.0,-1.0
1,694,-1.0,-1.0,-1.0
1,695,-1.0,-1.0,-1.0
1,696,-1.0,-1.0,-1.0
1,697,-1.0,-1.0,-1.0
1,698,-1.0,-1.0,-1.0
1,699,-2.0,-2.0,-1.0
1,700,-2.0,-2.0,-1.0
1,701,-1.0,-1.0,-1.0
1,702,-1.0,-1.0,-1.0
1,703,-2.0,-2.0,-1.0
1,704,-2.0,-2.0,-1.0
1,705,-2.0,-2.0,-1.0
1,706,-2.0,-2.0,-1.0
1,707,-2.0,-2.0,-1.0
1,708,-1.0,-1.0,-1.0
1,709,-1.0,-1.0,-1.0
1,710,-1.0,-1.0,-1.0
1,711,-1.0,-1.0,-1.0
1,712,-1.0,-1.0,-1.0
1,713,-1.0,-1.0,-1.0
1,714,-1.0,-1.0,-1.0
1,715,-1.0,-1.0,-1.0
1,716,-1.0,-1.0,-1.0
1,717,-1.0,-1.0,-1.0
1,718,1278.0,44.0,-1.0
1,719,1274.0,46.0,-1.0
1,720,1270.0,45.0,-1.0
1,721,1265.0,54.0,-1.0
1,722,1262.0,55.0,-1.0
1,723,1257.0,60.0,-1.0
1,724,1252.0,63.0,-1.0
1,725,-1.0,-1.0,-1.0
1,726,-1.0,-1.0,-1.0
1,727,-1.0,-1.0,-1.0
1,728,-2.0,-2.0,-1.0
1,729,-2.0,-2.0,-1.0
1,730,-2.0,-2.0,-1.0
1,731,-2.0,-2.0,-1.0
1,732,-2.0,-2.0,-1.0
1,733,-2.0,-2.0,-1.0
1,734,-2.0,-2.0,-1.0
1,735,-2.0,-2.0,-1.0
1,736,-2.0,-2.0,-1.0
1,737,-2.0,-2.0,-1.0
1,738,-1.0,-1.0,-1.0
1,739,-1.0,-1.0,-1.0
1,740,-1.0,-1.0,-1.0
1,741,-1.0,-1.0,-1.0
1,742,-1.0,-1.0,-1.0
1,743,1208.0,52.0,-1.0
1,744,1207.0,53.0,-1.0
1,745,1200.0,52.0,-1.0
1,746,1197.0,56.0,-1.0
1,747,1194.0,58.0,-1.0
1,748,1188.0,65.0,-1.0
1,749,1185.0,62.0,-1.0
1,750,-1.0,-1.0,-1.0
1,751,-1.0,-1.0,-1.0
1,752,-1.0,-1.0,-1.0
1,753,-1.0,-1.0,-1.0
1,754,-1.0,-1.0,-1.0
1,755,-1.0,-1.0,-1.0
1,756,-1.0,-1.0,-1.0
1,757,-1.0,-1.0,-1.0
1,758,1152.0,73.0,-1.0
1,759,1152.0,73.0,-1.0
1,760,-1.0,-1.0,-1.0
1,761,-1.0,-1.0,-1.0
1,762,-1.0,-1.0,-1.0
1,763,-1.0,-1.0,-1.0
